branch_name,review_text,star_rating,date,cleaned_text,bert_sentiment,rating_sentiment,bert_sentiment_analysis,rating_based_sentiment,branch_overall_sentiment,dataset_overall_sentiment
BPI Kalayaan Branch,"I just asked the guard, I'll just ask if my atm card is there. Case, he said I still have to line up. I said what if I don't have the card, I waited and stood in line for nothing. I asked for their contact number but the contact #'s given are not working. I hope you can contact us properly so that we don't have to wait outside the bank to talk to someone at the branch.",1,4 years ago,"i just asked the guard, ill just ask if my atm card is there. case, he said i still have to line up. i said what if i dont have the card, i waited and stood in line for nothing. i asked for their contact number but the contact s given are not working. i hope you can contact us properly so that we dont have to wait outside the bank to talk to someone at the branch.",Negative,Negative,Negative,Negative,Negative,Positive
BPI Kalayaan Branch,"It took too long and was too slow, especially with the teller, there were only 2 regular tellers, and one of them left. juskooo",1,a year ago,"it took too long and was too slow, especially with the teller, there were only 2 regular tellers, and one of them left. juskooo",Negative,Negative,Negative,Negative,Negative,Positive
BPI Kalayaan Branch,Super slow service. You need to wait 3 hours to be entertained.,1,a year ago,super slow service. you need to wait 3 hours to be entertained.,Negative,Negative,Negative,Negative,Negative,Positive
BPI Kalayaan Branch,Are all BPI slow transactions? Because it took me 2 1/2 hrs just to deposit here at the kalayaan branch.,1,7 years ago,are all bpi slow transactions? because it took me 2 12 hrs just to deposit here at the kalayaan branch.,Negative,Negative,Negative,Negative,Negative,Positive
BPI Kalayaan Branch,"The service is very, very long....
They are still slow to act even though they know there are many people in their branch.",1,7 years ago,"the service is very, very long.... they are still slow to act even though they know there are many people in their branch.",Negative,Negative,Negative,Negative,Negative,Positive
BPI Kalayaan Branch,The service is slow. Let's go to the Heart Center Branch.,1,a year ago,the service is slow. lets go to the heart center branch.,Negative,Negative,Negative,Negative,Negative,Positive
BPI Kalayaan Branch,"It's very slow here, if you have a lot of time and nothing to do, you can bank here.",1,2 years ago,"its very slow here, if you have a lot of time and nothing to do, you can bank here.",Negative,Negative,Negative,Negative,Negative,Positive
BPI Kalayaan Branch,Slow service. Especially for encashment transactions...good luck to you.,1,9 years ago,slow service. especially for encashment transactions...good luck to you.,Negative,Negative,Negative,Negative,Negative,Positive
BPI Kalayaan Branch,Too long. It's even faster to get in line with the government,1,2 years ago,too long. its even faster to get in line with the government,Positive,Negative,Positive,Negative,Negative,Positive
BPI Kalayaan Branch,The worst. Their service always takes a long time.,1,8 years ago,the worst. their service always takes a long time.,Positive,Negative,Positive,Negative,Negative,Positive
BPI Kalayaan Branch,No review text provided,1,6 months ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Kalayaan Branch,No review text provided,1,8 months ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Kalayaan Branch,No review text provided,4,2 years ago,no review text provided,Positive,Positive,Positive,Positive,Negative,Positive
BPI Kalayaan Branch,No review text provided,3,4 years ago,no review text provided,Neutral,Neutral,Neutral,Neutral,Negative,Positive
BPI Kalayaan Branch,No review text provided,5,4 years ago,no review text provided,Positive,Positive,Positive,Positive,Negative,Positive
BPI Kalayaan Branch,No review text provided,1,5 years ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Kalayaan Branch,No review text provided,1,5 years ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Kalayaan Branch,No review text provided,4,5 years ago,no review text provided,Positive,Positive,Positive,Positive,Negative,Positive
BPI Kalayaan Branch,No review text provided,3,6 years ago,no review text provided,Neutral,Neutral,Neutral,Neutral,Negative,Positive
BPI Kalayaan Branch,No review text provided,1,6 years ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Kalayaan Branch,No review text provided,3,8 years ago,no review text provided,Neutral,Neutral,Neutral,Neutral,Negative,Positive
BPI Kalayaan Branch,No review text provided,5,9 years ago,no review text provided,Positive,Positive,Positive,Positive,Negative,Positive
BPI Kamias Anonas Branch,"Was there last Tuesday to request for a certificate. I got diverted to someone else to access the file but he just kept fiddling at the PC, kaya pala he couldn’t gain access to the system. Only when the person supposed to be attending to me passed by did he say he was having trouble accessing it. To cut it short they took so long I had to leave for another appointment. This substitute guy got my number assuring me he will let me know once the certificate is found. It’s already Thursday and I haven’t heard from them since. Landline keeps ringing , cellphones not working. You sometimes meet the worst among the good and best ones. Not my blessed day.",2,6 months ago,"was there last tuesday to request for a certificate. i got diverted to someone else to access the file but he just kept fiddling at the pc, kaya pala he couldnt gain access to the system. only when the person supposed to be attending to me passed by did he say he was having trouble accessing it. to cut it short they took so long i had to leave for another appointment. this substitute guy got my number assuring me he will let me know once the certificate is found. its already thursday and i havent heard from them since. landline keeps ringing , cellphones not working. you sometimes meet the worst among the good and best ones. not my blessed day.",Positive,Negative,Positive,Negative,Positive,Positive
BPI Kamias Anonas Branch,"slowest BPI branch ive been to, too bad it’s the one nearest our condo. please do better",1,2 months ago,"slowest bpi branch ive been to, too bad its the one nearest our condo. please do better",Negative,Negative,Negative,Negative,Positive,Positive
BPI Kamias Anonas Branch,"5 Parking available in front of the bank, And also the ATM machine is inside so you don't have to worry to withdraw a cash.",4,4 years ago,"5 parking available in front of the bank, and also the atm machine is inside so you dont have to worry to withdraw a cash.",Positive,Positive,Positive,Positive,Positive,Positive
BPI Kamias Anonas Branch,"The worst branch or bank. Never trust investing on anything they offer you here better bring your  hard earned money at other banks. Do not be fooled by those agents from Philam regardless of how much amount you plan to invest. After sales transaction is like dealing with a machine, no empathy nor taking ownership from mistakes they did. They have this agent named Timothy Lim who caused the delay of the processing of my redemption. Obviously he did not upload my I.D to the system. Walang kakwenta kwentang banko. Mag resign nalang kyo sa inyong dead-end job if you can't simply do a small job. That is how idiots and stupid minions work. Well they do not work at all. They cause misery. Dapat tinatanggal mga tulad mo sa trabaho. If I have the power to do so I will simply eradicate the existence of human beings like you. This is a true experience that made me very disappointed and disgusted with BPI.",1,6 years ago,"the worst branch or bank. never trust investing on anything they offer you here better bring your hard earned money at other banks. do not be fooled by those agents from philam regardless of how much amount you plan to invest. after sales transaction is like dealing with a machine, no empathy nor taking ownership from mistakes they did. they have this agent named timothy lim who caused the delay of the processing of my redemption. obviously he did not upload my i.d to the system. walang kakwenta kwentang banko. mag resign nalang kyo sa inyong deadend job if you cant simply do a small job. that is how idiots and stupid minions work. well they do not work at all. they cause misery. dapat tinatanggal mga tulad mo sa trabaho. if i have the power to do so i will simply eradicate the existence of human beings like you. this is a true experience that made me very disappointed and disgusted with bpi.",Positive,Negative,Positive,Negative,Positive,Positive
